Address,Parcel Number
"3617 DAWSON AVE, CINCINNATI, OH 45223",193-0004-0110-00
"3351 HAVEN ST, CINCINNATI, OH 45220",216-0044-0062-00
"789 N FRED SHUTTLESWORTH CR, CINCINNATI, OH 45229",111-0005-0027-00
"830 BLAIR AVE, CINCINNATI, OH 45229",107-0010-0089-00
"551 MAPLE AVE, CINCINNATI, OH 45229",107-0008-0136-00
"2130 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0047-00
"2122 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0049-00
"2120 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0050-00
"2118 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0051-00
"2116 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0052-00
"6272 BETTS AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0044-00
"2030 SIXTH AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0330-00
"2030 Sixth Av, Springfield Twp, OH 45224",590-0350-0331-00
"2048 SIXTH AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0342-00
"2058 THIRD AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0459-00
"2058 Third Av, Springfield Twp., OH 45224",590-0350-0460-00
"1823 HEWITT AVE, CINCINNATI, OH 45207",054-0004-0137-00
"1132 MATTHEWS DR, LINCOLN HEIGHTS, OH 45215",594-0030-0226-00
"2133 COLERAIN AVE, CINCINNATI, OH 45214",184-0006-0205-00
"273 MOHAWK ST, CINCINNATI, OH 45214",096-0004-0227-00
"1211 ILIFF AVE, CINCINNATI, OH 45205",179-0074-0226-00
"1213 ILIFF AVE, CINCINNATI, OH 45205",179-0074-0224-00
"885 BLAIR AVE, CINCINNATI, OH 45229",060-0003-0001-00
"3706 BEATRICE DR, CINCINNATI, OH 45229",108-0007-0011-00
"3667 ALTER PL, CINCINNATI, OH 45229",112-0004-0047-00
"3421 PRICE AVE, CINCINNATI, OH 45205",176-0019-0164-00
"3256 GAFF AVE, CINCINNATI, OH 45206",060-0002-0032-00
"3270 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0072-00
"5565 WOODHAVEN DR, GREEN TOWNSHIP, OH 45248",550-0162-0127-00
"1568 St Leger, Cincinnati, OH 45207",054-0006-0126-00
"1237 CONSIDINE AVE, CINCINNATI, OH 45204",173-0001-0076-00
"1250 FIRST AVE, CINCINNATI, OH 45205",179-0074-0326-00
"750 (752) McPherson Avenue, Cincinnati, OH 45205",176-0019-0238-00
"123 VALENCIA ST, CINCINNATI, OH 45219",093-0002-0155-00
"1441 MANSS AVE, CINCINNATI, OH 45205",204-0016-0141-00
"1404 MANSS AVE, CINCINNATI, OH 45205",204-0016-0120-00
"3512 HUDSON AVE, CINCINNATI, OH 45207",058-0001-0051-00
"2414 RIVER RD, CINCINNATI, OH 45204",151-0001-0067-00
"4325 VIRGINIA AVE, CINCINNATI, OH 45223",195-0033-0165-00
"1010 WALNUT ST, CINCINNATI, OH 45202",079-0001-0176-00
"1010 WALNUT STREET, CINCINNATI, OH 45202",079-0001-0177-00
"5443 FRENCH AVE, MIAMI TOWNSHIP, OH 45002",570-0141-0141-00
"9962 HAMILTON AVE, SPRINGFIELD TOWNSHIP, OH 45231",590-0382-0077-00
"9958 HAMILTON AVE, SPRINGFIELD TOWNSHIP, OH 45231",590-0382-0029-00
"3928 ZINSLE AVE, CINCINNATI, OH 45213",130-0002-0077-00
"2019 CENTRAL AVE, CINCINNATI, OH 45214",096-0001-0031-00
"1830 HURON AVE, CINCINNATI, OH 45207",054-0004-0007-00
"1840 HURON AVE, CINCINNATI, OH 45207",054-0004-0010-00
"1870 HURON AVE, CINCINNATI, OH 45207",054-0004-0196-00
"2159 WERON LN, CINCINNATI, OH 45225",224-0001-0102-00
"1314 MANSS AVE, CINCINNATI, OH 45205",204-0016-0098-00
"2300 BALTIMORE AVE, CINCINNATI, OH 45225",224-0001-0011-00
"611 JACKSON ST, LINCOLN HEIGHTS, OH 45215",594-0040-0012-00
"2075-2077 HARRISON AVE, CINCINNATI, OH 45214",206-0008-0006-00
"2330 KENTON ST, CINCINNATI, OH 45206",068-0003-0025-00
"1941 KINNEY AVE, CINCINNATI, OH 45207",054-0002-0011-00
"1800 BALTIMORE AVE, CINCINNATI, OH 45225",201-0039-0410-00
"1798 BALTIMORE AVE, CINCINNATI, OH 45225",201-0039-0411-00
"1119 WILMONT CT, CINCINNATI, OH 45224",236-0001-0075-00
"2328 KENTON ST, CINCINNATI, OH 45206",068-0003-0024-00
"316 CRESTLINE AVE, CINCINNATI, OH 45205",177-0037-0194-00
"933 YORK ST, CINCINNATI, OH 45214",184-0003-0110-00
"1919 CLARION AVE, CINCINNATI, OH 45207",058-0003-0039-00
"5 MERCER ST, CINCINNATI, OH 45202",080-0002-0435-00
"3272 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0073-00
"S FORDHAM PL, SILVERTON, OH 45213",602-0006-0187-00
"1129 SETON AVE, CINCINNATI, OH 45205",174-0006-0043-00
"510 FINDLAY ST, CINCINNATI, OH 45214",132-0003-0037-00
"2125 STORRS ST, CINCINNATI, OH 45204",149-0011-0302-00
"6411 SHERMAN AVE, ANDERSON TOWNSHIP, OH 45230",500-0342-0361-00
"819 GLENWOOD AVE, CINCINNATI, OH 45229",108-0001-0009-00
"820 MCPHERSON AVE, CINCINNATI, OH 45205",176-0019-0185-00
"1850 HURON AVE, CINCINNATI, OH 45207",054-0004-0014-00
"1735 DeArmand Avenue, North College Hill, OH 45239",595-0009-0524-00
"2202 GRAND AVE, CINCINNATI, OH 45214",170-0009-0157-00
"921 Curtis St., Cincinnati, OH 45206",067-0001-0182-00
"207 N MIAMI AVE, CLEVES, OH 45002",572-0004-0087-00
"808 CHARLOTTE ST, CINCINNATI, OH 45214",132-0002-0141-00
"5947 LEFFINGWELL AVE, CINCINNATI, OH 45224",235-0003-0142-00
"4018 PALOS ST, CINCINNATI, OH 45205",179-0076-0211-00
"940 ROSEMONT AVE, CINCINNATI, OH 45205",179-0076-0237-00
"761 Morgan, Cincinnati, Ohio 45206",068-0003-0277-00
"1530 KNOX ST, CINCINNATI, OH 45214",202-0032-0068-00
"1880 KNOX ST, CINCINNATI, OH 45214",203-0028-0106-00
"1540 KNOX ST, CINCINNATI, OH 45214",202-0032-0065-00
"1857 KNOX ST, CINCINNATI, OH 45214",203-0028-0206-00
"1855 KNOX ST, CINCINNATI, OH 45214",203-0028-0207-00
"1953 FAIRMOUNT AVE, CINCINNATI, OH 45214",203-0028-0259-00
"1937 FAIRMOUNT AVE, CINCINNATI, OH 45214",203-0028-0050-00
"1937 Fairmount, Cincinnati, OH 45214",203-0028-0051-00
"2519 HARRISON AVE, CINCINNATI, OH 45211",208-0A58-0041-00
"1612 DEWEY AVE, CINCINNATI, OH 45205",181-0001-0183-00
"1797 AGNES ST, CINCINNATI, OH 45223",194-0007-0067-00
"3755 BORDEN ST, CINCINNATI, OH 45223",194-0007-0127-00
"7825 HARRISON AVE, MOUNT HEALTHY, OH 45231",593-0003-0064-00
"3341 READING RD, CINCINNATI, OH 45229",106-0003-0057-00
"1648 OTTE AVE, CINCINNATI, OH 45223",199-0042-0013-00
"1646 OTTE AVE, CINCINNATI, OH 45223",199-0042-0014-00
"3739 MAYFIELD AVE, CINCINNATI, OH 45205",174-0005-0182-00
"3634 BEVIS AVE, CINCINNATI, OH 45207",057-0003-0004-00
"1836 CARLL ST, CINCINNATI, OH 45225",201-0039-0318-00
"3532 VINE ST, CINCINNATI, OH 45220",216-0042-0007-00
"2643 BEEKMAN ST, CINCINNATI, OH 45225",202-0033-0087-00
"5400-B MEDPACE WAY, CINCINNATI, OH 45227",036-0001-0324-00
"5400-A MEDPACE WAY, CINCINNATI, OH 45227",036-0001-0325-00
"3074 GILBERT AVE, CINCINNATI, OH 45206",060-0006-0019-00
"769 E MCMILLAN AVE, CINCINNATI, OH 45206",068-0003-0234-00
"2503 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0052-00
"6060 HAMILTON AVE, CINCINNATI, OH 45224",233-0003-0139-00
"2320 GLENWAY AVE, CINCINNATI, OH 45204",149-0013-0031-00
"522 YORK ST, CINCINNATI, OH 45214",132-0003-0151-00
"2334 W MCMICKEN AVE, CINCINNATI, OH 45214",097-0001-0068-00
"2652 STANTON AVE, CINCINNATI, OH 45206",067-0002-0119-00
"3907 DELHI PK, DELHI TOWNSHIP, OH 45204",540-0010-0150-00
"438-440 W MCMICKEN AVE, CINCINNATI, OH 45214",096-0003-0049-00
"440 W MCMICKEN AVE, CINCINNATI, OH 45214",096-0003-0048-00
"6840 SCHOOL ST, NEWTOWN, OH 45244",501-0002-0020-00
"3440 PRICE AVE, CINCINNATI, OH 45205",175-0018-0258-00
"883 BLAIR AVE, CINCINNATI, OH 45229",060-0003-0100-00
"1797 Agnes , Cincinnati, OH 45223",194-0007-0068-00
"2001 HIGHLAND AVE, CINCINNATI, OH 45219",087-0005-0137-00
"3060 KERPER AVE, CINCINNATI, OH 45206",060-0005-0090-00
"847 YORK ST, CINCINNATI, OH 45214",132-0002-0099-00
"1603 ELIZABETH PL, CINCINNATI, OH 45237",117-0A05-0058-00
"1630 CARLL ST, CINCINNATI, OH 45225",202-0040-0397-00
"2801 GLENWAY AVE, CINCINNATI, OH 45204",173-0006-0016-00
"1809 CLARION AVE, CINCINNATI, OH 45207",058-0004-0037-00
"1881 BALTIMORE AVE, CINCINNATI, OH 45225",206-0006-0087-00
"2318 GEST ST, CINCINNATI, OH 45204",149-0015-0038-00
"1038 UNDERWOOD PL, CINCINNATI, OH 45204",175-0013-0048-00
"3738 EDGAR ST, CINCINNATI, OH 45204",158-0062-0086-00
"1218 DROTT AVE, CINCINNATI, OH 45205",173-0003-0055-00
"St. James Ave, Cincinnati, OH 45206",067-0001-0187-00
"2363 St. James Ave., Cincinnati, OH 45206",067-0001-0188-00
"3541 PURDUE ST, CINCINNATI, OH 45220",216-0047-0155-00
"3136 GLOSS AVE, CINCINNATI, OH 45213",123-0001-0006-00
"1119 MYRTLE AVE, CINCINNATI, OH 45206",066-0002-0017-90
"3322 RIVER RD, CINCINNATI, OH 45204",154-0001-0012-00
"3114-3116 RIVER RD, CINCINNATI, OH 45204",153-0005-0070-00
"3116 RIVER RD, CINCINNATI, OH 45204",153-0005-0071-00
"3717 CASS AVE, CINCINNATI, OH 45223",192-0065-0073-00
"221 W FIFTH ST, CINCINNATI, OH 45202",145-0001-0316-00
"250 W FIFTH ST, CINCINNATI, OH 45202",145-0001-0102-00
"820 OAK AVE, WYOMING, OH 45215",592-0006-0117-00
"4314 W EIGHTH ST, CINCINNATI, OH 45205",179-0079-0035-00
"1805 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0133-00
"7866 SEWARD AVE, MOUNT HEALTHY, OH 45231",593-0004-0425-00
"7866-a Seward, Mt. Healthy, OH 45231",593-0004-0329-00
"1520 RUGG ST, MOUNT HEALTHY, OH 45231",593-0007-0236-00
"3031 THERESA ST, CINCINNATI, OH 45204",204-0020-0187-00
"2608 LIDDELL ST, CINCINNATI, OH 45225",202-0033-0136-00
"2400 BOONE ST, CINCINNATI, OH 45206",068-0002-0254-90
"1322 KNOWLTON ST, CINCINNATI, OH 45223",221-0019-0160-00
"30 MCGILLARD ST, SPRINGDALE, OH 45246",599-0044-0017-00
"3777 POOLE RD, COLERAIN TOWNSHIP, OH 45251",510-0092-0029-00
"West St, Reading, OH 45215",671-0001-0093-00
"West Street, Reading, OH 45215",671-0001-0092-00
"2139 VINE ST, CINCINNATI, OH 45202",095-0005-0045-00
"1775 BALTIMORE AVE, CINCINNATI, OH 45225",202-0042-0156-00
"1276 ROSS AVE, CINCINNATI, OH 45205",174-0004-0110-00
"3523 WILSON AVE, CINCINNATI, OH 45229",216-0044-0132-00
"916 FINDLAY ST, CINCINNATI, OH 45214",184-0003-0160-00
"39 ANDERSON FERRY RD, CINCINNATI, OH 45238",160-0073-0041-00
"292 MCCORMICK PL, CINCINNATI, OH 45219",089-0003-0169-00
"6700 BETTS AVE, NORTH COLLEGE HILL, OH 45239",595-0008-0131-00
"3457 WILSON AVE, CINCINNATI, OH 45229",113-0005-0007-00
"3459 3461 WILSON AVE, CINCINNATI, OH 45229",113-0005-0147-00
"3477 WILSON AVE, CINCINNATI, OH 45229",113-0005-0152-00
"3479 WILSON AVE, CINCINNATI, OH 45229",113-0005-0145-00
"3485 WILSON AVE, CINCINNATI, OH 45229",113-0005-0003-90
"1339 BEACON RD, ANDERSON TOWNSHIP, OH 45230",500-0340-0279-00
"2542 BEEKMAN ST, CINCINNATI, OH 45225",202-0033-0039-00
"1694 HARRISON AVE, CINCINNATI, OH 45214",203-0030-0045-00
"121 CHATSWORTH AVE, WOODLAWN, OH 45215",598-0020-0047-00
"19 FOREST AVE, CINCINNATI, OH 45220",216-0047-0176-00
"1716 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0094-00
"3560 VAN ANTWERP PL, CINCINNATI, OH 45229",112-0006-0076-00
"1877 BALTIMORE AVE, CINCINNATI, OH 45225",206-0006-0015-00
"2563 ST LEO PL, CINCINNATI, OH 45225",206-0005-0074-00
"2457 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0077-00
"1139 ATWOOD AVE, CINCINNATI, OH 45224",235-0003-0095-00
"1805 DENHAM ST, CINCINNATI, OH 45225",201-0039-0255-00
"1620 DE SALES LN, CINCINNATI, OH 45206",055-0006-0092-00
"722-734 WAYNE ST, CINCINNATI, OH 45206",068-0003-0279-00
"740-746 WAYNE ST, CINCINNATI, OH 45206",068-0003-0280-00
"McMillan St, Cincinnat, OH 45206",068-0003-0278-00
"1834 HURON AVE, CINCINNATI, OH 45207",054-0004-0008-00
"5988 LESTER RD, CINCINNATI, OH 45213",122-0004-0062-00
"6010 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0059-00
"6016 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0060-00
"6018 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0061-00
"6024 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0112-00
"6026 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0043-00
"1223 CONSIDINE AVE, CINCINNATI, OH 45204",173-0001-0067-00
"1524 BEECH AVE, CINCINNATI, OH 45205",204-0017-0076-00
"4569 W MITCHELL AVE, CINCINNATI, OH 45232",220-0059-0027-00
"5912 LANTANA AVE, CINCINNATI, OH 45224",235-0002-0060-00
"6012 BELMONT AVE, CINCINNATI, OH 45224",228-0002-0136-00
"2232 HARRISON AVE, CINCINNATI, OH 45211",206-0009-0027-00
"1825 FORBUS ST, CINCINNATI, OH 45214",205-0021-0072-00
"3053 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0107-00
"2213 RICE ST, CINCINNATI, OH 45219",093-0003-0043-00
"1218 QUEBEC RD, CINCINNATI, OH 45205",174-0005-0172-00
"1411 RYLAND AVE, CINCINNATI, OH 45237",117-0006-0051-00
"3128 SAVOY PL, CINCINNATI, OH 45229",105-0001-0050-00
"3122 SAVOY PL, CINCINNATI, OH 45229",105-0001-0053-00
"17 BOWMAN TE, CINCINNATI, OH 45229",105-0001-0219-00
"15 BOWMAN TE, CINCINNATI, OH 45229",105-0001-0222-00
"12 SAVOY PL, CINCINNATI, OH 45229",105-0001-0227-00
"3127 BORRMAN AVE, CINCINNATI, OH 45229",105-0001-0080-00
"3124 BORRMAN AVE, CINCINNATI, OH 45229",105-0001-0086-00
"11 BOWMAN TE, CINCINNATI, OH 45229",105-0001-0226-00
"632 UNION ST, CINCINNATI, OH 45229",105-0001-0020-00
"1013 FORAKER AVE, CINCINNATI, OH 45206",066-0003-0086-00
"3020 STANTON AVE, CINCINNATI, OH 45206",065-0002-0077-00
"3024 GILBERT AVE, CINCINNATI, OH 45206",060-0006-0004-00
"3034 MENTOR AVE, CINCINNATI, OH 45206",065-0003-0085-00
"3055 MENTOR AVE, CINCINNATI, OH 45206",065-0003-0089-00
"3067 MENTOR AVE, CINCINNATI, OH 45206",065-0003-0108-00
"3061 MATHERS ST, CINCINNATI, OH 45206",060-0005-0022-00
"739 RIDGEWAY AVE, CINCINNATI, OH 45229",105-0002-0024-00
"806 BEECHER ST, CINCINNATI, OH 45206",065-0001-0056-00
"924 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0117-00
"934 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0104-00
"942 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0021-00
"944 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0092-00
"949 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0098-00
"947 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0029-00
"3111 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0120-00
"3127 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0118-00
"3143 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0239-00
"3161 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0243-00
"2680 SHAFFER AVE, CINCINNATI, OH 45211",207-0054-0143-00
"1076 ADAMS ST, LINCOLN HEIGHTS, OH 45215",594-0020-0066-00
"1922 VINE ST, CINCINNATI, OH 45202",094-0005-0130-00
"824 BEECHER ST, CINCINNATI, OH 45206",065-0001-0105-00
"856 BEECHER ST, CINCINNATI, OH 45206",065-0001-0110-00
"8216 FOREST RD, ANDERSON TOWNSHIP, OH 45255",500-0124-0079-00
"3244 GAFF AVE, CINCINNATI, OH 45206",060-0002-0028-00
"3819 LLEWELLYN AVE, CINCINNATI, OH 45223",194-0009-0225-00
"1619 CARLL ST, CINCINNATI, OH 45225",202-0040-0233-00
"1619-1621 CARLL ST, CINCINNATI, OH 45225",202-0040-0234-00
"3104 MATHERS ST, CINCINNATI, OH 45206",060-0005-0145-00
"Blue Rock St, Cincinnati, OH 45223",194-0012-0255-00
"Blue Rock Street, Cincinnati, OH 45223",194-0012-0254-00
"2249 SEYMOUR AVE, unit NEW, CINCINNATI, OH 45212",120-0004-0131-00
"2275 SEYMOUR AVE, unit NEW, CINCINNATI, OH 45212",120-0004-0132-00
"1511 BEECH AVE, CINCINNATI, OH 45205",204-0017-0060-00
"1752 ESMONDE ST, CINCINNATI, OH 45214",170-0009-0082-00
"2541 NORTON ST, CINCINNATI, OH 45225",206-0005-0115-00
"1763 ESMONDE ST, CINCINNATI, OH 45214",205-0021-0117-00
"2262 RICE ST, CINCINNATI, OH 45219",093-0002-0141-00
"652 GLENWOOD AVE, CINCINNATI, OH 45229",112-0006-0006-00
"945 BLAIR CT, CINCINNATI, OH 45229",060-0003-0039-00
"40 EHRMAN AVE, CINCINNATI, OH 45220",216-0046-0055-00
"2639 STANTON AVE, CINCINNATI, OH 45206",070-0002-0130-00
"3562 VINE ST, CINCINNATI, OH 45220",216-0048-0027-00
"2586 ST LEO PL, CINCINNATI, OH 45225",206-0005-0047-00
"5636 CHESTNUT ST, ELMWOOD PLACE, OH 45216",661-0003-0045-00
"310 FOREST AVE, CINCINNATI, OH 45229",216-0043-0028-00
"6201 COLERIDGE AVE, CINCINNATI, OH 45213",129-0005-0001-00
"6199 Coleridge Ave, Cincinnati, OH 45213",129-0005-0002-00
"274 HELEN ST, CINCINNATI, OH 45219",089-0001-0104-00
"6646 RIVER RD, CROSBY TOWNSHIP, OH 45030",530-0030-0036-00
"3315 BONAPARTE AVE, CINCINNATI, OH 45207",054-0004-0105-00
"3124 HARVARD AVE, CINCINNATI, OH 45207",055-0001-0098-00
"3347 FAIRFIELD AVE, CINCINNATI, OH 45207",054-0005-0169-00
"2314 GEST ST, CINCINNATI, OH 45204",149-0015-0040-00
"3201 RIVER RD, CINCINNATI, OH 45204",154-0001-0035-00
"1217 MANSS AVE, CINCINNATI, OH 45205",174-0005-0028-00
"5707 LANTANA AVE, CINCINNATI, OH 45224",234-0002-0057-00
"523 GLENWOOD AVE, CINCINNATI, OH 45229",113-0003-0055-00
"1616 ELMORE ST, CINCINNATI, OH 45223",194-0011-0110-00
"3735 BORDEN ST, CINCINNATI, OH 45223",194-0007-0042-00
"3817 BORDEN ST, CINCINNATI, OH 45223",194-0009-0257-00
"1831 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0123-00
"1283 FIRST AVE, CINCINNATI, OH 45205",179-0074-0239-00
"32 EHRMAN AVE & 3608, 3612 Walls, CINCINNATI, OH 45220",216-0046-0084-00
"3612 LACLEDE AVE, CINCINNATI, OH 45205",174-0008-0170-00
"1222 FIRST AVE, CINCINNATI, OH 45205",179-0074-0341-00
"3321 GRAYDON AVE, CINCINNATI, OH 45207",054-0004-0075-00
"851 HUTCHINS AVE, CINCINNATI, OH 45229",107-0011-0013-00
"1816 HURON AVE, CINCINNATI, OH 45207",054-0004-0002-00
"1406 MANSS AVE, CINCINNATI, OH 45205",204-0016-0121-00
"1408 MANSS AVE, CINCINNATI, OH 45205",204-0016-0122-00
"1410 MANSS AVE, CINCINNATI, OH 45205",204-0016-0123-00
"3209 FAIRFIELD AVE, CINCINNATI, OH 45207",055-0004-0152-00
"3009 KERPER AVE, CINCINNATI, OH 45206",065-0001-0046-00
"2200 QUEBEC RD, CINCINNATI, OH 45214",204-0019-0055-00
"609 HAWTHORNE AVE, CINCINNATI, OH 45205",177-0035-0060-00
"3900 HERRON AVE, CINCINNATI, OH 45223",192-0064-0235-00
"533 CAMDEN AVE, CINCINNATI, OH 45229",113-0003-0004-00
"1406 DEMPSEY ST, CINCINNATI, OH 45225",202-0033-0021-00
"4408 PLAINVILLE RD, CINCINNATI, OH 45227",037-0002-0023-00
"3141 GAFF AVE, CINCINNATI, OH 45206",060-0002-0079-00
"3277 GAFF AVE, CINCINNATI, OH 45206",060-0002-0090-00
"3258 GAFF AVE, CINCINNATI, OH 45206",060-0002-0033-00
"1722 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0104-00
"3246 GAFF AVE, CINCINNATI, OH 45206",060-0002-0029-00
"3246 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0065-00
"3248 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0066-00
"3750 MEAD AVE, CINCINNATI, OH 45226",029-0002-0076-00
"1055 SUNSET AVE, CINCINNATI, OH 45205",179-0075-0270-00
"2188 CRANE AVE, CINCINNATI, OH 45207",042-0A07-0054-00
"1409, 1411 and 1413 RYLAND  AVE, CINCINNATI, OH 45237",117-0006-0050-00
"2037 NORTH BEND RD, CINCINNATI, OH 45224",228-0002-0104-00
"5939 KENNETH AVE, CINCINNATI, OH 45224",235-0003-0053-00
"11621 ELKWOOD DR, FOREST PARK, OH 45240",591-0022-0035-00
"Kanauga Ct, Cincinnati, OH 45227",051-0010-0257-00
"Kanauga Court, Cincinnati, OH 45227",051-0010-0258-00
"2012 COLERAIN AVE, CINCINNATI, OH 45214",184-0005-0050-00
"3312 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0018-00
"3334 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0022-00
"1620 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0025-00
"2401-2411 Turningleaf Ln, Cincinnati, OH 45238",182-0002-0177-00
"2884 WILSON AVE, SPRINGFIELD TOWNSHIP, OH 45231",590-0392-0016-00
"2288 WILSON AVE, SPRINGFIELD TOWNSHIP, OH 45231",590-0392-0017-00
"1840 ANDERSON FERRY RD, GREEN TOWNSHIP, OH 45238",550-0142-0008-00
"11421 GUILD CT, FOREST PARK, OH 45240",591-0009-0396-00
"4565 HAMILTON AVE, CINCINNATI, OH 45223",199-0041-0119-00
"1865 BALTIMORE AVE, CINCINNATI, OH 45225",201-0039-0386-00
"6700 SCHUSTER CT, COLERAIN TOWNSHIP, OH 45239",510-0074-0350-00
"7405 HICKMAN ST, MOUNT HEALTHY, OH 45231",593-0007-0096-00
"3052 KERPER AVE, CINCINNATI, OH 45206",060-0005-0010-00
"956 MANSION AVE, CINCINNATI, OH 45205",175-0018-0190-00
"523 CHARLOTTE ST, CINCINNATI, OH 45214",132-0003-0039-00
"1225 FORAKER AVE, CINCINNATI, OH 45206",066-0002-0258-00
"2535 RING PL, CINCINNATI, OH 45204",175-0013-0006-00
"805 HALESWORTH DR, FOREST PARK, OH 45240",591-0A07-0164-00
"1643-b Iliff Ave, Cincinnati, OH 45205",181-0001-0107-00
"966 VAN BUREN AVE, LINCOLN HEIGHTS, OH 45215",594-0050-0141-00
"3964 ZINSLE AVE, CINCINNATI, OH 45213",130-0002-0088-00
"BLUFFCREST LN, CINCINNATI, OH 45238",182-0002-0174-00
"533 ROCKDALE AVE, CINCINNATI, OH 45229",113-0001-0064-00
"809 RIDGEWAY AVE, CINCINNATI, OH 45229",105-0003-0094-00
"645 W MCMICKEN AVE, CINCINNATI, OH 45214",097-0001-0031-00
"3630 WARSAW AVE, CINCINNATI, OH 45205",174-0008-0221-00
"2025 COLERAIN AVE, CINCINNATI, OH 45214",184-0005-0024-00
"1801 DREMAN AVE, CINCINNATI, OH 45223",193-0004-0070-00
"7733 READING RD, CINCINNATI, OH 45237",117-0014-0189-00
"1722 FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0006-00
"1724 FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0005-00
"1726 FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0004-00
"1728 FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0003-00
"1730 FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0002-00
"Turningleaf Ct., CIncinnati, OH 45238",182-0002-0176-00
"Bluffcrest Ln., CINCINNATI, OH 45238",182-0002-0175-00
"1409 Ryland Ave, Cincinnati, OH 45237",117-0006-0049-00
"6114 MONTGOMERY RD, CINCINNATI, OH 45213",125-0001-0005-00
"6006 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0041-00
"Clara Street, Cincinnati, OH 45214",171-0010-0135-00
"3261 Spring Grove, Cincinnati, OH 45225",188-0018-0053-00
"3538 Haven, Cincinnati, Oh 45229",216-0044-0183-00
"5400 MEDPACE WAY, CINCINNATI, OH 45227",036-0001-0323-00
"RED BANK RD, CINCINNATI, OH 45227",051-0008-0019-00
"100 E COURT ST, CINCINNATI, OH 45202",079-0001-0174-00
"719 Main Street, Cincinnati, OH 45202",079-0001-0180-00
"SYCAMORE STREET, CINCINNATI, OH 45202",079-0004-0288-00
"EIGHTH ST, CINCINNATI, OH 45202",079-0004-0289-00
"716 SYCAMORE STREET, CINCINNATI, OH 45202",079-0004-0290-00
"1504 CENTRAL AVE, CINCINNATI, OH 45214",081-0002-0077-00
"1545 CENTRAL PW, CINCINNATI, OH 45214",081-0002-0078-00
"22 W THIRD ST, CINCINNATI, OH 45202",083-0001-0059-00
"424 STRAIGHT ST, unit NEW, CINCINNATI, OH 45219",101-0007-0185-00
,101-0007-0186-00
"1819 Elm Street, Cincinnati, OH 45202",133-0003-0142-00
"1907 SOUTH ST, CINCINNATI, OH 45204",149-0014-0202-00
"880 RIDGEWAY AVE, CINCINNATI, OH 45229",060-0003-0018-00
"1518 JOHN ST, CINCINNATI, OH 45214",134-0001-0266-00
"1535 CENTRAL AVE, CINCINNATI, OH 45214",134-0001-0264-00
"1532 JOHN ST, CINCINNATI, OH 45214",134-0001-0248-00
"1530 JOHN ST, CINCINNATI, OH 45214",134-0001-0249-00
"1528 JOHN ST, CINCINNATI, OH 45214",134-0001-0250-00
"1526 JOHN ST, CINCINNATI, OH 45214",134-0001-0251-00
"1524 JOHN ST, CINCINNATI, OH 45214",134-0001-0252-00
"429 WADE ST, CINCINNATI, OH 45214",134-0001-0253-00
"427 WADE ST, CINCINNATI, OH 45214",134-0001-0254-00
